accession	description	length	host_raw	host_canonical	host_group	host_ambiguous	country_raw	country	collection_date_raw	collection_date	decimal_year	date_precision	strain	isolate	lat_lon	is_vaccine	vaccine_pattern	has_H	H_length	H_source	has_F	has_N	is_complete_genome	exclude_reason
PP498879.1	Morbillivirus canis isolate CDV/VN-CTU/CM01-2022 hemagglutinin (H) gene, partial cds	558	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/CM01-2022		False		True	558	annotation	False	False	False	
PP498878.1	Morbillivirus canis isolate CDV/VN-CTU/BT05-2023 hemagglutinin (H) gene, partial cds	560	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/BT05-2023		False		True	560	annotation	False	False	False	
PP498877.1	Morbillivirus canis isolate CDV/VN-CTU/BT04-2023 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/BT04-2023		False		True	555	annotation	False	False	False	
PP498876.1	Morbillivirus canis isolate CDV/VN-CTU/BT03-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/BT03-2022		False		True	555	annotation	False	False	False	
PP498875.1	Morbillivirus canis isolate CDV/VN-CTU/BT02-2022 hemagglutinin (H) gene, partial cds	554	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/BT02-2022		False		True	554	annotation	False	False	False	
PP498874.1	Morbillivirus canis isolate CDV/VN-CTU/BT01-2022 hemagglutinin (H) gene, partial cds	554	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/BT01-2022		False		True	554	annotation	False	False	False	
PP498873.1	Morbillivirus canis isolate CDV/VN-CTU/TV06-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/TV06-2022		False		True	555	annotation	False	False	False	
PP498872.1	Morbillivirus canis isolate CDV/VN-CTU/TV05-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/TV05-2022		False		True	555	annotation	False	False	False	
PP498871.1	Morbillivirus canis isolate CDV/VN-CTU/TV04-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/TV04-2022		False		True	555	annotation	False	False	False	
PP498870.1	Morbillivirus canis isolate CDV/VN-CTU/TV03-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/TV03-2022		False		True	555	annotation	False	False	False	
PP498869.1	Morbillivirus canis isolate CDV/VN-CTU/TV02-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/TV02-2022		False		True	555	annotation	False	False	False	
PP498868.1	Morbillivirus canis isolate CDV/VN-CTU/TV01-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/TV01-2022		False		True	555	annotation	False	False	False	
PP498867.1	Morbillivirus canis isolate CDV/VN-CTU/CT10-2023 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/CT10-2023		False		True	555	annotation	False	False	False	
PP498866.1	Morbillivirus canis isolate CDV/VN-CTU/CT09-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/CT09-2022		False		True	555	annotation	False	False	False	
PP498865.1	Morbillivirus canis isolate CDV/VN-CTU/CT08-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/CT08-2022		False		True	555	annotation	False	False	False	
PP498864.1	Morbillivirus canis isolate CDV/VN-CTU/CT07-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/CT07-2022		False		True	555	annotation	False	False	False	
PP498863.1	Morbillivirus canis isolate CDV/VN-CTU/CT06-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/CT06-2022		False		True	555	annotation	False	False	False	
PP498862.1	Morbillivirus canis isolate CDV/VN-CTU/CT05-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/CT05-2022		False		True	555	annotation	False	False	False	
PP498861.1	Morbillivirus canis isolate CDV/VN-CTU/CT04-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/CT04-2022		False		True	555	annotation	False	False	False	
PP498860.1	Morbillivirus canis isolate CDV/VN-CTU/CT03-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/CT03-2022		False		True	555	annotation	False	False	False	
PP498859.1	Morbillivirus canis isolate CDV/VN-CTU/CT02-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/CT02-2022		False		True	555	annotation	False	False	False	
PP498858.1	Morbillivirus canis isolate CDV/VN-CTU/CT01-2022 hemagglutinin (H) gene, partial cds	555	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Viet Nam: Mekong Delta	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/VN-CTU/CT01-2022		False		True	555	annotation	False	False	False	
PP434477.1	Morbillivirus canis strain CDV/VN_CTU/CanTho/2023, complete genome	15725	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam: Can Tho	Viet Nam	2023	2023	2023.5	year	CDV/VN_CTU/CanTho/2023	TI0692303A01/CDV/CT		False		True	1824	annotation	True	True	True	
OR652078.1	UNVERIFIED: Morbillivirus canis isolate CDV/CTU/FMD-BT0579 hemagglutinin (H) gene, complete sequence	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/CTU/FMD-BT0579		False		True	1824	annotation	False	False	False	
OR652077.1	UNVERIFIED: Morbillivirus canis isolate CDV/CTU/FMD-BT0468 hemagglutinin (H) gene, complete sequence	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/CTU/FMD-BT0468		False		True	1824	annotation	False	False	False	
OR652076.1	UNVERIFIED: Morbillivirus canis isolate CDV/CTU/FMD-DT0392 hemagglutinin (H) gene, complete sequence	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/CTU/FMD-DT0392		False		True	1824	annotation	False	False	False	
OR652075.1	UNVERIFIED: Morbillivirus canis isolate CDV/CTU/FMD-DT0339 hemagglutinin (H) gene, complete sequence	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/CTU/FMD-DT0339		False		True	1824	annotation	False	False	False	
OR652074.1	UNVERIFIED: Morbillivirus canis isolate CDV/CTU/FMD-VL0288 hemagglutinin (H) gene, complete sequence	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/CTU/FMD-VL0288		False		True	1824	annotation	False	False	False	
OR652073.1	UNVERIFIED: Morbillivirus canis isolate CDV/CTU/FMD-VL0219 hemagglutinin (H) gene, complete sequence	1791	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/CTU/FMD-VL0219		False		True	1791	annotation	False	False	False	
OR652072.1	UNVERIFIED: Morbillivirus canis isolate CDV/CTU/FMD-AG0179 hemagglutinin (H) gene, complete sequence	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/CTU/FMD-AG0179		False		True	1824	annotation	False	False	False	
OR652071.1	UNVERIFIED: Morbillivirus canis isolate CDV/CTU/FMD-AG0112 hemagglutinin (H) gene, complete sequence	1822	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/CTU/FMD-AG0112		False		True	1822	annotation	False	False	False	
OR652070.1	UNVERIFIED: Morbillivirus canis isolate CDV/CTU/FMD-CT0049 hemagglutinin (H) gene, complete sequence	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam	Viet Nam	2022/2023	2022/2023	2023.0	range		CDV/CTU/FMD-CT0049		False		True	1824	annotation	False	False	False	
OR652069.1	UNVERIFIED: Morbillivirus canis isolate CDV/CTU/FMD-CT0039 hemagglutinin (H) gene, complete sequence	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Viet Nam: CanTho	Viet Nam	2023	2023	2023.5	year		CDV/CTU/FMD-CT0039		False		True	1824	annotation	False	False	False	
PP316239.1	Morbillivirus canis strain 22-120452 hemagglutinin (H) gene, partial cds	1758	Mustela putorius furo (domestic ferret)	Mustela putorius furo	mustelid	False	USA: Oklahoma	USA	2023-05-23	2023-05-23	2023.3890410958904	day	22-120452			False		True	1758	annotation	False	False	False	
PP316238.1	Morbillivirus canis strain 22-101384 hemagglutinin (H) gene, partial cds	1789	Mustela putorius furo (domestic ferret)	Mustela putorius furo	mustelid	False	USA: Oklahoma	USA	2022-12-12	2022-12-12	2022.945205479452	day	22-101384			False		True	1789	annotation	False	False	False	
PP125203.1	Morbillivirus canis isolate CDV/194/Vulpes vulpes/Barcelona/2020 hemagglutinin (H) gene, partial cds	473	Vulpes vulpes	Vulpes sp.	wild_canid	False	Spain	Spain	21-Jul-2023	2023-07-21	2023.5506849315068	day		CDV/194/Vulpes vulpes/Barcelona/2020		False		True	473	annotation	False	False	False	
PP125202.1	Morbillivirus canis isolate CDV/193/Vulpes vulpes/Barcelona/2020 hemagglutinin (H) gene, partial cds	472	Vulpes vulpes	Vulpes sp.	wild_canid	False	Spain	Spain	21-Jul-2023	2023-07-21	2023.5506849315068	day		CDV/193/Vulpes vulpes/Barcelona/2020		False		True	472	annotation	False	False	False	
PP125201.1	Morbillivirus canis isolate CDV/184/Vulpes vulpes/Barcelona/2023 hemagglutinin (H) gene, partial cds	461	Vulpes vulpes	Vulpes sp.	wild_canid	False	Spain	Spain	21-Jul-2023	2023-07-21	2023.5506849315068	day		CDV/184/Vulpes vulpes/Barcelona/2023		False		True	461	annotation	False	False	False	
PP125200.1	Morbillivirus canis isolate CDV/182/Vulpes vulpes/Barcelona/2023 hemagglutinin (H) gene, partial cds	472	Vulpes vulpes	Vulpes sp.	wild_canid	False	Spain	Spain	14-Jul-2023	2023-07-14	2023.531506849315	day		CDV/182/Vulpes vulpes/Barcelona/2023		False		True	472	annotation	False	False	False	
PP125199.1	Morbillivirus canis isolate CDV/181/Vulpes vulpes/Barcelona/2023 hemagglutinin (H) gene, partial cds	485	Vulpes vulpes	Vulpes sp.	wild_canid	False	Spain	Spain	14-Jul-2023	2023-07-14	2023.531506849315	day		CDV/181/Vulpes vulpes/Barcelona/2023		False		True	485	annotation	False	False	False	
PP125198.1	Morbillivirus canis isolate CDV/180/Vulpes vulpes/Tarragona/2023 hemagglutinin (H) gene, partial cds	463	Vulpes vulpes	Vulpes sp.	wild_canid	False	Spain	Spain	14-Jul-2023	2023-07-14	2023.531506849315	day		CDV/180/Vulpes vulpes/Tarragona/2023		False		True	463	annotation	False	False	False	
PP125196.1	Morbillivirus canis isolate CDV/176/Vulpes vulpes/Girona/2023 hemagglutinin (H) gene, partial cds	485	Vulpes vulpes	Vulpes sp.	wild_canid	False	Spain	Spain	15-Jun-2023	2023-06-15	2023.4520547945206	day		CDV/176/Vulpes vulpes/Girona/2023		False		True	485	annotation	False	False	False	
PP125195.1	Morbillivirus canis isolate CDV/175Vulpes vulpes/Barcelona/2022 hemagglutinin (H) gene, partial cds	485	Vulpes vulpes	Vulpes sp.	wild_canid	False	Spain	Spain	30-Jun-2023	2023-06-30	2023.4931506849316	day		CDV/175Vulpes vulpes/Barcelona/2022		False		True	485	annotation	False	False	False	
PP125194.1	Morbillivirus canis isolate CDV/174/Vulpes vulpes/Barcelona/2023 hemagglutinin (H) gene, partial cds	485	Vulpes vulpes	Vulpes sp.	wild_canid	False	Spain	Spain	22-May-2023	2023-05-22	2023.386301369863	day		CDV/174/Vulpes vulpes/Barcelona/2023		False		True	485	annotation	False	False	False	
PP125193.1	Morbillivirus canis isolate CDV/166/Vulpes vulpes/Girona/2022 hemagglutinin (H) gene, partial cds	484	Vulpes vulpes	Vulpes sp.	wild_canid	False	Spain	Spain	22-May-2023	2023-05-22	2023.386301369863	day		CDV/166/Vulpes vulpes/Girona/2022		False		True	484	annotation	False	False	False	
PP125192.1	Morbillivirus canis isolate CDV/164/Vulpes vulpes/Barcelona/2021 hemagglutinin (H) gene, partial cds	485	Vulpes vulpes	Vulpes sp.	wild_canid	False	Spain	Spain	15-Jun-2023	2023-06-15	2023.4520547945206	day		CDV/164/Vulpes vulpes/Barcelona/2021		False		True	485	annotation	False	False	False	
PP125191.1	Morbillivirus canis isolate CDV/155/Meles meles/Lleida/2022 hemagglutinin (H) gene, partial cds	473	Meles meles	Meles meles	mustelid	False	Spain	Spain	30-Jun-2023	2023-06-30	2023.4931506849316	day		CDV/155/Meles meles/Lleida/2022		False		True	473	annotation	False	False	False	
PP125190.1	Morbillivirus canis isolate CDV/151/Meles meles/Barcelona/2022 hemagglutinin (H) gene, partial cds	485	Meles meles	Meles meles	mustelid	False	Spain	Spain	30-Jun-2023	2023-06-30	2023.4931506849316	day		CDV/151/Meles meles/Barcelona/2022		False		True	485	annotation	False	False	False	
PP125189.1	Morbillivirus canis isolate CDV/149/Meles meles/Barcelona/2022 hemagglutinin (H) gene, partial cds	485	Meles meles	Meles meles	mustelid	False	Spain	Spain	15-Jun-2023	2023-06-15	2023.4520547945206	day		CDV/149/Meles meles/Barcelona/2022		False		True	485	annotation	False	False	False	
PP125188.1	Morbillivirus canis isolate CDV/148/Meles meles/Tarragona/2022 hemagglutinin (H) gene, partial cds	485	Meles meles	Meles meles	mustelid	False	Spain	Spain	30-Jun-2023	2023-06-30	2023.4931506849316	day		CDV/148/Meles meles/Tarragona/2022		False		True	485	annotation	False	False	False	
PP151318.1	Morbillivirus canis isolate SRB/CDV/Hgene/Deliblato_ hemagglutinin (H) gene, complete cds; and L protein (L) gene, partial cds	2109	Golden jackal	Canis sp.	wild_canid	False	Serbia	Serbia	2023	2023	2023.5	year		SRB/CDV/Hgene/Deliblato_		False		True	1824	annotation	False	False	False	
PP151317.1	Morbillivirus canis isolate SRB/CDV/Hgene_3-4/VrPlanine hemagglutinin (H) gene, partial cds	1071	Golden jackal	Canis sp.	wild_canid	False	Serbia	Serbia	2023	2023	2023.5	year		SRB/CDV/Hgene_3-4/VrPlanine		False		True	918	annotation	False	False	False	
PP151316.1	Morbillivirus canis isolate SRB/CDV/Hgene_3-4/38 hemagglutinin (H) gene, partial cds	1071	Golden jackal	Canis sp.	wild_canid	False	Serbia	Serbia	04-Jul-2020	2020-07-04	2020.5054644808743	day		SRB/CDV/Hgene_3-4/38		False		True	918	annotation	False	False	False	
PP151315.1	Morbillivirus canis isolate SRB/CDV/Hgene_3-4/31 hemagglutinin (H) gene, partial cds	1071	Golden jackal	Canis sp.	wild_canid	False	Serbia	Serbia	15-Mar-2019	2019-03-15	2019.2	day		SRB/CDV/Hgene_3-4/31		False		True	918	annotation	False	False	False	
PP151314.1	Morbillivirus canis isolate SRB/CDV/Hgene_3-4/27 hemagglutinin (H) gene, partial cds	1071	Golden jackal	Canis sp.	wild_canid	False	Serbia	Serbia	2023	2023	2023.5	year		SRB/CDV/Hgene_3-4/27		False		True	918	annotation	False	False	False	
PP151313.1	Morbillivirus canis isolate SRB/CDV/Hgene_3-4/24 hemagglutinin (H) gene, partial cds	1071	Golden jackal	Canis sp.	wild_canid	False	Serbia	Serbia	2023	2023	2023.5	year		SRB/CDV/Hgene_3-4/24		False		True	918	annotation	False	False	False	
PP151312.1	Morbillivirus canis isolate SRB/CDV/Hgene_3-4/12 hemagglutinin (H) gene, partial cds	1071	Golden jackal	Canis sp.	wild_canid	False	Serbia	Serbia	22-Feb-2019	2019-02-22	2019.1424657534246	day		SRB/CDV/Hgene_3-4/12		False		True	918	annotation	False	False	False	
PP151311.1	Morbillivirus canis isolate SRB/CDV/Hgene_1/38 hemagglutinin (H) gene, partial cds	687	Golden jackal	Canis sp.	wild_canid	False	Serbia	Serbia	04-Jul-2020	2020-07-04	2020.5054644808743	day		SRB/CDV/Hgene_1/38		False		True	552	annotation	False	False	False	
PP151310.1	Morbillivirus canis isolate SRB/CDV/Hgene_1/31 hemagglutinin (H) gene, partial cds	684	Golden jackal	Canis sp.	wild_canid	False	Serbia	Serbia	15-Mar-2019	2019-03-15	2019.2	day		SRB/CDV/Hgene_1/31		False		True	552	annotation	False	False	False	
PP151309.1	Morbillivirus canis isolate SRB/CDV/Hgene1/VrPlanine hemagglutinin (H) gene, partial cds	684	Golden jackal	Canis sp.	wild_canid	False	Serbia	Serbia	2023	2023	2023.5	year		SRB/CDV/Hgene1/VrPlanine		False		True	552	annotation	False	False	False	
PP151308.1	Morbillivirus canis isolate SRB/CDV/Hgene1/27 hemagglutinin (H) gene, partial cds	681	Golden jackal	Canis sp.	wild_canid	False	Serbia	Serbia	2023	2023	2023.5	year		SRB/CDV/Hgene1/27		False		True	552	annotation	False	False	False	
PP151307.1	Morbillivirus canis isolate SRB/CDV/Hgene1/24 hemagglutinin (H) gene, partial cds	687	Golden jackal	Canis sp.	wild_canid	False	Serbia	Serbia	2023	2023	2023.5	year		SRB/CDV/Hgene1/24		False		True	552	annotation	False	False	False	
PP151306.1	Morbillivirus canis isolate SRB/CDV/Hgene1/12 hemagglutinin (H) gene, partial cds	687	Golden jackal	Canis sp.	wild_canid	False	Serbia	Serbia	22-Feb-2019	2019-02-22	2019.1424657534246	day		SRB/CDV/Hgene1/12		False		True	552	annotation	False	False	False	
OP561488.1	Morbillivirus canis strain HHCDV-29 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-29			False		True	1778	annotation	False	False	False	
OP561487.1	Morbillivirus canis strain HHCDV-28 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-28			False		True	1778	annotation	False	False	False	
OP561486.1	Morbillivirus canis strain HHCDV-27 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-27			False		True	1778	annotation	False	False	False	
OP561485.1	Morbillivirus canis strain HHCDV-26 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-26			False		True	1778	annotation	False	False	False	
OP561484.1	Morbillivirus canis strain HHCDV-25 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-25			False		True	1778	annotation	False	False	False	
OP561483.1	Morbillivirus canis strain HHCDV-24 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-24			False		True	1778	annotation	False	False	False	
OP561482.1	Morbillivirus canis strain HHCDV-23 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-23			False		True	1778	annotation	False	False	False	
OP561481.1	Morbillivirus canis strain HHCDV-22 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-22			False		True	1778	annotation	False	False	False	
OP561480.1	Morbillivirus canis strain HHCDV-21 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-21			False		True	1778	annotation	False	False	False	
OP561479.1	Morbillivirus canis strain HHCDV-20 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-20			False		True	1778	annotation	False	False	False	
OP561478.1	Morbillivirus canis strain HHCDV-19 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-19			False		True	1778	annotation	False	False	False	
OP561477.1	Morbillivirus canis strain HHCDV-18 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-18			False		True	1778	annotation	False	False	False	
OP561476.1	Morbillivirus canis strain HHCDV-17 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-17			False		True	1778	annotation	False	False	False	
OP561475.1	Morbillivirus canis strain HHCDV-16 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-16			False		True	1778	annotation	False	False	False	
OP561474.1	Morbillivirus canis strain HHCDV-15 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-15			False		True	1778	annotation	False	False	False	
OP561473.1	Morbillivirus canis strain HHCDV-14 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-14			False		True	1778	annotation	False	False	False	
OP561472.1	Morbillivirus canis strain HHCDV-13 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-13			False		True	1778	annotation	False	False	False	
OP561471.1	Morbillivirus canis strain HHCDV-12 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-12			False		True	1778	annotation	False	False	False	
OP561470.1	Morbillivirus canis strain HHCDV-11 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-11			False		True	1778	annotation	False	False	False	
OP561469.1	Morbillivirus canis strain HHCDV-10 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-10			False		True	1778	annotation	False	False	False	
OP561468.1	Morbillivirus canis strain HHCDV-9 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-9			False		True	1778	annotation	False	False	False	
OP561467.1	Morbillivirus canis strain HHCDV-8 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-8			False		True	1778	annotation	False	False	False	
OP561466.1	Morbillivirus canis strain HHCDV-7 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-7			False		True	1778	annotation	False	False	False	
OP561465.1	Morbillivirus canis strain HHCDV-6 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-6			False		True	1778	annotation	False	False	False	
OP561464.1	Morbillivirus canis strain HHCDV-5 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-5			False		True	1778	annotation	False	False	False	
OP561463.1	Morbillivirus canis strain HHCDV-4 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-4			False		True	1778	annotation	False	False	False	
OP561461.1	Morbillivirus canis strain HHCDV-2 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-2			False		True	1778	annotation	False	False	False	
OP561460.1	Morbillivirus canis strain HHCDV-1 hemagglutinin protein (H) gene, partial cds	1778	dogs	Canis lupus familiaris	domestic_dog	False	China	China	01-May-2020	2020-05-01	2020.3306010928961	day	HHCDV-1			False		True	1778	annotation	False	False	False	
OR786471.1	Morbillivirus canis isolate 23-046841 hemagglutinin (H) gene, partial cds	1344	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Canada	Canada	2023	2023	2023.5	year		23-046841		False		True	1344	annotation	False	False	False	
